path,.,_id,imageUrl,annotation,brush,annotation.0
samples.405,,sm8whmwya,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_406_img_000000105_c0.png,go-backward,complete,
samples.406,,snnipuiig,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_407_img_000000105_c0.png,go-forward,complete,
samples.407,,sv9wujsl3,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_408_img_000000105_c0.png,go-forward,complete,
samples.408,,sphirl9rk,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_409_img_000000105_c0.png,go-forward,complete,
samples.409,,spoxnxe4l,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_410_img_000000105_c0.png,go-forward,complete,
samples.410,,sxrod939s,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_411_img_000000105_c0.png,go-right,complete,
samples.411,,s765l7fqg,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_412_img_000000105_c0.png,stationary,complete,
samples.412,,schls5jiw,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_413_img_000000105_c0.png,stationary,complete,
samples.413,,sgg41an8i,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_414_img_000000105_c0.png,go-right,complete,
samples.414,,s77ccped6,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_415_img_000000106_c0.png,go-right,complete,
samples.415,,s5sbdmtcj,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_416_img_000000106_c0.png,go-forward,complete,
samples.416,,sgy9rgirk,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_417_img_000000106_c0.png,stationary,complete,
samples.417,,se4iuyfbj,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_418_img_000000106_c0.png,go-right,complete,
samples.418,,sqqfa0gwf,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_419_img_000000106_c0.png,stationary,complete,
samples.419,,sajbnxcg1,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_420_img_000000106_c0.png,go-left,complete,
samples.420,,s3705nm4z,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_421_img_000000106_c0.png,go-forward,complete,
samples.421,,s2mduh167,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_422_img_000000106_c0.png,stationary,complete,
samples.422,,swxvsmuuz,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_423_img_000000107_c0.png,go-left,complete,
samples.423,,so06908ut,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_424_img_000000107_c0.png,go-forward,complete,
samples.424,,swosvlz8c,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_425_img_000000107_c0.png,stationary,complete,
samples.425,,s2yy0mw9n,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_426_img_000000107_c0.png,go-left,complete,
samples.426,,sxc6n3vgl,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_427_img_000000107_c0.png,stationary,complete,
samples.427,,s3s2sbpxx,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_428_img_000000107_c0.png,go-left,complete,
samples.428,,sa9xxkcrn,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_429_img_000000108_c0.png,stationary,complete,
samples.429,,skmw02wq8,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_430_img_000000108_c0.png,stationary,complete,
samples.430,,sz72n6kep,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_431_img_000000108_c0.png,go-left,complete,
samples.431,,s64m6vmag,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_432_img_000000108_c0.png,stationary,complete,
samples.432,,sa4pnwlug,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_433_img_000000108_c0.png,stationary,complete,
samples.433,,sr3ucdgp8,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_434_img_000000108_c0.png,stationary,complete,
samples.434,,s8dvxa1pn,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_435_img_000000108_c0.png,go-left,complete,
samples.435,,sdc38x0vh,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_436_img_000000108_c0.png,stationary,complete,
samples.436,,smrwaz8eh,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_437_img_000000109_c0.png,go-right,complete,
samples.437,,snvvj09hw,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_438_img_000000109_c0.png,stationary,complete,
samples.438,,sk6lzj4fs,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_439_img_000000109_c0.png,stationary,complete,
samples.439,,svqe7ph7f,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_440_img_000000110_c0.png,stationary,complete,
samples.440,,sfyv8lc4a,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_441_img_000000110_c0.png,go-left,complete,
samples.441,,sxw51chcg,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_442_img_000000110_c0.png,stationary,complete,
samples.442,,sbkzf3p8p,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_443_img_000000110_c0.png,go-left,complete,
samples.443,,st350hzj6,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_444_img_000000111_c0.png,go-left,complete,
samples.444,,s0w3o5wmg,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_445_img_000000111_c0.png,go-backward,complete,
samples.445,,sos1d96nr,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_446_img_000000111_c0.png,go-right,complete,
samples.446,,snsmn4p5r,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_447_img_000000112_c0.png,go-forward,complete,
samples.447,,sazan0tpf,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_448_img_000000112_c0.png,go-left,complete,
samples.448,,s9hi3u8n9,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_449_img_000000113_c0.png,go-left,complete,
samples.449,,sv7s4s87p,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_450_img_000000115_c0.png,go-right,complete,
samples.450,,sv7dzos9q,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_451_img_000000115_c0.png,stationary,complete,
samples.451,,sy3mb2djo,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_452_img_000000115_c0.png,stationary,complete,
samples.452,,saryd1qfl,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_453_img_000000116_c0.png,go-right,complete,
samples.453,,sdsy6eqsp,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_454_img_000000116_c0.png,go-right,complete,
samples.454,,stn198kj4,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_455_img_000000116_c0.png,go-right,complete,
samples.455,,svcvsg546,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_456_img_000000116_c0.png,go-right,complete,
samples.456,,s917xtnyb,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_457_img_000000116_c0.png,go-right,complete,
samples.457,,sgwhzdx8l,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_458_img_000000116_c0.png,go-left,complete,
samples.458,,sjieyanjj,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_459_img_000000117_c0.png,go-right,complete,
samples.459,,stbea5fku,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_460_img_000000117_c0.png,go-forward,complete,
samples.460,,sfe9stqzj,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_461_img_000000117_c0.png,go-right,complete,
samples.461,,sjs41tifc,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_462_img_000000117_c0.png,stationary,complete,
samples.462,,stooaihrn,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_463_img_000000117_c0.png,stationary,complete,
samples.463,,sx5r4a3wm,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_464_img_000000117_c0.png,go-right,complete,
samples.464,,s5od57nuw,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_465_img_000000117_c0.png,stationary,complete,
samples.465,,sdnzkoyjw,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_466_img_000000118_c0.png,go-left,complete,
samples.466,,setsk7tqh,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_467_img_000000118_c0.png,stationary,complete,
samples.467,,sjfuyp836,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_468_img_000000118_c0.png,go-backward,complete,
samples.468,,sd2qadbvp,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_469_img_000000118_c0.png,go-left,complete,
samples.469,,s5qsnxjgf,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_470_img_000000119_c0.png,go-backward,complete,
samples.470,,s6aolikv8,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_471_img_000000119_c0.png,go-forward,complete,
samples.471,,spppzur58,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_472_img_000000119_c0.png,go-left,complete,
samples.472,,swgh74oyj,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_473_img_000000119_c0.png,go-backward,complete,
samples.473,,sp1vtuz1b,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_474_img_000000119_c0.png,go-backward,complete,
samples.474,,sowgnzr7i,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_475_img_000000120_c0.png,go-backward,complete,
samples.475,,sxmshb5r8,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_476_img_000000120_c0.png,go-left,complete,
samples.476,,s6zh0ei9i,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_477_img_000000120_c0.png,go-right,complete,
samples.477,,soymtssha,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_478_img_000000120_c0.png,go-backward,complete,
samples.478,,s9tex2n6r,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_479_img_000000120_c0.png,stationary,complete,
samples.479,,som6u0l7t,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_480_img_000000121_c0.png,go-left,complete,
samples.480,,seclpbpp4,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_481_img_000000121_c0.png,go-backward,complete,
samples.481,,s3dc3ljhe,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_482_img_000000121_c0.png,stationary,complete,
samples.482,,stgroor0i,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_483_img_000000121_c0.png,stationary,complete,
samples.483,,sowx122rh,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_484_img_000000121_c0.png,go-right,complete,
samples.484,,sqlyj08zj,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_485_img_000000122_c0.png,go-right,complete,
samples.485,,s42js1bdb,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_486_img_000000122_c0.png,go-backward,complete,
samples.486,,skieem65j,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_487_img_000000122_c0.png,stationary,complete,
samples.487,,s48q5hefr,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_488_img_000000122_c0.png,stationary,complete,
samples.488,,sfp0nszxu,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_489_img_000000122_c0.png,go-right,complete,
samples.489,,sus2d3op9,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_490_img_000000122_c0.png,stationary,complete,
samples.490,,se3vzcqeu,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_491_img_000000123_c0.png,go-right,complete,
samples.491,,s64rs9ki3,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_492_img_000000123_c0.png,go-right,complete,
samples.492,,sfj43y5u7,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_493_img_000000123_c0.png,go-right,complete,
samples.493,,sui6qj3nq,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_494_img_000000123_c0.png,go-backward,complete,
samples.494,,swr85nudf,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_495_img_000000123_c0.png,stationary,complete,
samples.495,,su40w824a,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_496_img_000000123_c0.png,,complete,stationary
samples.496,,sjnnvqjn8,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_497_img_000000123_c0.png,stationary,complete,
samples.497,,s1avihmsu,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_498_img_000000123_c0.png,go-right,complete,
samples.498,,smkqpctw7,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_499_img_000000123_c0.png,stationary,complete,
samples.499,,sdfkrx709,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_500_img_000000124_c0.png,stationary,complete,
samples.500,,so9hjh0k1,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_501_img_000000124_c0.png,stationary,complete,
samples.501,,sftcy06ug,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_502_img_000000124_c0.png,stationary,complete,
samples.502,,sjc3dmw31,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_503_img_000000124_c0.png,go-left,complete,
samples.503,,swabuj2xs,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_504_img_000000124_c0.png,go-left,complete,
samples.504,,sjxdeoj0f,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_505_img_000000124_c0.png,go-backward,complete,
samples.505,,szlavpfmp,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_506_img_000000125_c0.png,go-left,complete,
samples.506,,s6ve91pqh,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_507_img_000000125_c0.png,go-backward,complete,
samples.507,,szjrwrbxh,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_508_img_000000125_c0.png,go-left,complete,
samples.508,,smqsgd4rf,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_509_img_000000125_c0.png,go-forward,complete,
samples.509,,s5bjaj91a,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_510_img_000000125_c0.png,stationary,complete,
samples.510,,s1bp354br,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_511_img_000000125_c0.png,stationary,complete,
samples.511,,sk1cnxva3,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_512_img_000000125_c0.png,go-right,complete,
samples.512,,s5wwi102t,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_513_img_000000125_c0.png,go-right,complete,
samples.513,,shw2c281e,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_514_img_000000126_c0.png,go-left,complete,
samples.514,,sy7fvtg78,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_515_img_000000127_c0.png,go-right,complete,
samples.515,,so4onnyxm,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_516_img_000000127_c0.png,go-backward,complete,
samples.516,,siloncsgv,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_517_img_000000127_c0.png,stationary,complete,
samples.517,,sti1muwjm,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_518_img_000000127_c0.png,go-left,complete,
samples.518,,spb69va2m,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_519_img_000000128_c0.png,go-left,complete,
samples.519,,seyrsthq5,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_520_img_000000128_c0.png,go-right,complete,
samples.520,,sm7zx3mqj,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_521_img_000000128_c0.png,go-forward,complete,
samples.521,,sbfhvxcvh,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_522_img_000000129_c0.png,go-forward,complete,
samples.522,,sfd96gwd7,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_523_img_000000129_c0.png,go-backward,complete,
samples.523,,sntfl61tm,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_524_img_000000129_c0.png,stationary,complete,
samples.524,,stuk3z5dj,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_525_img_000000129_c0.png,stationary,complete,
samples.525,,scev5ybtl,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_526_img_000000129_c0.png,stationary,complete,
samples.526,,ssyowvn9l,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_527_img_000000129_c0.png,go-left,complete,
samples.527,,s7yotfwts,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_528_img_000000130_c0.png,go-left,complete,
samples.528,,sj662e07g,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_529_img_000000130_c0.png,go-forward,complete,
samples.529,,s94dl7xfj,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_530_img_000000130_c0.png,go-backward,complete,
samples.530,,spv9o647c,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_531_img_000000130_c0.png,go-forward,complete,
samples.531,,smqqvyy9w,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_532_img_000000130_c0.png,go-forward,complete,
samples.532,,s9mv7vden,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_533_img_000000131_c0.png,go-left,complete,
samples.533,,sdzl6dj1w,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_534_img_000000131_c0.png,go-right,complete,
samples.534,,s2km0x8p6,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_535_img_000000131_c0.png,stationary,complete,
samples.535,,slgx79ep5,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_536_img_000000131_c0.png,go-right,complete,
samples.536,,sved120zo,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_537_img_000000131_c0.png,go-left,complete,
samples.537,,s80mloh43,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_538_img_000000132_c0.png,go-left,complete,
samples.538,,sg741qs6s,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_539_img_000000132_c0.png,go-left,complete,
samples.539,,sg9evlzql,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_540_img_000000132_c0.png,stationary,complete,
samples.540,,s1bhhbydx,file:///Users/michal/Documents/Study/MSc/Diploma project/Codes/my_model/datasets/PedCut2013_SegmentationDataset/data/completeData/left_images/nr_541_img_000000132_c0.png,go-right,complete,
